Geneid,Length,counts,fpkm
ENSG00000241990.5,1093,175,5.225441821297842
ENSG00000249116.2,851,131,5.023968012750639
ENSG00000268205.1,4258,631,4.836473718899764
ENSG00000278464.2,1660,245,4.816850045150577
ENSG00000278107.1,586,86,4.789674113294535
ENSG00000229821.1,771,113,4.783317353393924
ENSG00000229152.2,800,117,4.773105182495637
ENSG00000270605.1,1945,284,4.765449420881985
ENSG00000249679.3,5931,837,4.60577442612707
ENSG00000291091.1,5255,729,4.527515418659407
ENSG00000228794.12,17958,2437,4.428969525185307
ENSG00000240731.1,386,52,4.396642655148543
ENSG00000267904.1,546,73,4.363503688953777
ENSG00000263753.10,10094,1276,4.125651161383463
ENSG00000272335.1,2517,310,4.019607133913043
ENSG00000275494.2,577,71,4.015944161011898
ENSG00000253738.3,9834,1204,3.9957785667549692
ENSG00000272849.1,572,69,3.936934523844349
ENSG00000235295.2,2381,283,3.879110670719451
ENSG00000259943.2,1639,194,3.863028448258126
ENSG00000255135.5,1064,125,3.8341889840752827
ENSG00000273486.1,1684,196,3.798561080736322
ENSG00000267557.1,573,66,3.7591914445752557
ENSG00000250451.5,592,68,3.7488005591326337
ENSG00000261087.1,2825,316,3.6506799489748043
ENSG00000289880.1,90,10,3.6262907369387567
ENSG00000255362.1,388,42,3.5328296354712623
ENSG00000246451.2,1404,150,3.4868180162872657
ENSG00000286452.1,1175,123,3.4164288049286835
ENSG00000261253.2,1360,142,3.407646736623331
ENSG00000281183.1,2283,235,3.3594414842862332
ENSG00000286952.1,2472,252,3.3270337343758496
ENSG00000227128.5,5444,553,3.315218405169763
ENSG00000261455.1,1764,179,3.311765519959374
ENSG00000254473.2,1987,201,3.3014393271878255
ENSG00000274561.1,446,45,3.292932171435418
ENSG00000285928.1,1795,180,3.272752642808237
ENSG00000276603.1,419,42,3.2714508318922433
ENSG00000267423.1,579,58,3.2692983845976356
ENSG00000291214.1,2148,214,3.2515064987635216
ENSG00000290003.1,283,28,3.2290645431398115
ENSG00000291106.1,2071,202,3.183291433971346
ENSG00000273424.1,442,43,3.1750554642427575
ENSG00000254428.1,523,50,3.1201354333125053
ENSG00000258056.3,1458,138,3.089062479614496
ENSG00000231628.1,1198,113,3.0784120863662063
ENSG00000258515.1,478,45,3.0724848294146367
ENSG00000275764.1,1861,175,3.068999414658002
ENSG00000254635.6,3387,318,3.0641996129668496
ENSG00000275025.1,440,41,3.0411392771145476
ENSG00000214970.8,1474,137,3.0333897412791635
ENSG00000256073.4,886,81,2.9837087440500603
ENSG00000284968.1,2801,256,2.9828539299917507
ENSG00000250282.1,430,39,2.9600652294546594
ENSG00000258424.1,300,27,2.9372954969203926
ENSG00000288066.1,1912,171,2.918860587943905
ENSG00000269958.1,811,72,2.897455484015184
ENSG00000264920.4,4354,386,2.8933702388895814
ENSG00000230896.1,598,53,2.8925429456852623
ENSG00000242790.1,444,39,2.8667298393367195
ENSG00000288065.1,1143,100,2.8553470369596505
ENSG00000250899.3,3514,307,2.851292346659586
ENSG00000175061.20,8947,777,2.834318891629901
ENSG00000242861.1,348,30,2.813501433831794
ENSG00000283662.1,2681,231,2.8120322424825344
ENSG00000272667.1,630,54,2.7974242827813263
ENSG00000230442.5,1727,148,2.796884343718832
ENSG00000224361.1,584,50,2.7942308760658228
ENSG00000196741.5,1253,107,2.7870055703687333
ENSG00000267390.3,820,70,2.786052639355386
ENSG00000242588.7,17286,1464,2.7640869345079864
ENSG00000293504.1,3124,264,2.7580239407703218
ENSG00000255717.9,3976,332,2.725190322427818
ENSG00000232611.1,3018,249,2.6926830820012433
ENSG00000257621.9,7409,608,2.6782376720918983
ENSG00000247679.3,2860,232,2.647445824730113
ENSG00000229589.1,2517,203,2.632194348981767
ENSG00000231663.3,858,69,2.624623015896233
ENSG00000290124.1,150,12,2.6109293305959045
ENSG00000264112.1,5812,463,2.59992317632894
ENSG00000174403.17,3788,300,2.5847373256955235
ENSG00000288980.1,1783,141,2.580910232852093
ENSG00000203709.14,9637,751,2.543332893117054
ENSG00000285774.5,2910,226,2.5346650717984294
ENSG00000288973.1,3048,235,2.516274576320692
ENSG00000247271.9,4958,380,2.5013945785257254
ENSG00000251022.6,4397,336,2.4939511458955645
ENSG00000273015.3,9815,742,2.4672816649288856
ENSG00000289331.2,252,19,2.46069728577987
ENSG00000269044.2,1473,111,2.4593784427710914
ENSG00000234608.9,3145,236,2.4490434102568894
ENSG00000278703.1,481,36,2.4426573778963765
ENSG00000272686.1,2099,157,2.4411380711264705
ENSG00000247516.8,7217,539,2.4374582741984074
ENSG00000268087.1,376,28,2.430386344969592
ENSG00000267480.1,527,39,2.4152334889288487
ENSG00000179743.4,2473,182,2.4018860602934424
ENSG00000293192.1,998,73,2.3872475091871372
ENSG00000255772.5,715,52,2.37357211872355
ENSG00000226950.8,10179,740,2.372639385795473
ENSG00000291093.1,13352,970,2.3709944677557924
ENSG00000289135.2,986,71,2.350101197671263
ENSG00000223784.2,4118,295,2.337980064733462
ENSG00000229108.4,2098,150,2.333409196790906
ENSG00000272888.8,6465,461,2.327220459019165
ENSG00000281649.3,10501,748,2.3247489992449966
ENSG00000227591.6,521,37,2.3177635612295697
ENSG00000239569.5,1004,71,2.307967909266798
ENSG00000248008.5,4164,293,2.2964766266348464
ENSG00000264151.6,3244,228,2.2938189248453535
ENSG00000130600.22,3462,242,2.2813579506217825
ENSG00000263011.3,462,32,2.260544874974809
ENSG00000287978.1,668,46,2.2474316842704267
ENSG00000224152.3,3146,216,2.2407848673264277
ENSG00000288717.1,321,22,2.2367774639061486
ENSG00000260751.2,1024,70,2.2310187151088052
ENSG00000263443.1,501,34,2.214860210585348
ENSG00000289345.1,560,38,2.214627557201883
ENSG00000285410.1,5926,402,2.213958806318667
ENSG00000273014.1,472,32,2.212651975081275
ENSG00000179523.7,3463,233,2.195879779197393
ENSG00000291080.1,9446,633,2.1870610129515238
ENSG00000203280.4,957,64,2.1825950516998156
ENSG00000260077.1,1572,105,2.179926683465092
ENSG00000228223.3,5696,377,2.160113144387851
ENSG00000275759.1,590,39,2.1573356757042434
ENSG00000214548.18,23224,1529,2.148699054039538
ENSG00000238018.2,1236,81,2.138807400670189
ENSG00000259351.1,1072,70,2.131122354730799
ENSG00000244879.10,17259,1119,2.11601912113739
ENSG00000246465.1,2481,160,2.1047394845593748
ENSG00000240449.1,577,37,2.092815971231553
ENSG00000203808.13,7495,480,2.0901368890694365
ENSG00000289228.2,922,59,2.0884602834213446
ENSG00000228506.4,3258,207,2.0735971893544822
ENSG00000289272.1,1008,64,2.0721661353935747
ENSG00000259065.3,2178,137,2.0529001279364034
ENSG00000255153.1,939,59,2.0506500333487536
ENSG00000291152.1,1937,121,2.038735473684205
ENSG00000272894.5,1730,106,1.9997002098494643
ENSG00000234741.10,4932,302,1.9984302966341319
ENSG00000250303.6,8464,518,1.997373276891361
ENSG00000230148.8,1559,95,1.9887611161530705
ENSG00000236508.1,476,29,1.9883652990357468
ENSG00000267784.1,3590,218,1.9818335448116546
ENSG00000177406.5,4356,264,1.977976765602958
ENSG00000253115.1,429,26,1.977976765602958
ENSG00000289045.1,612,37,1.9731287833343232
ENSG00000271452.1,466,28,1.9609984242673102
ENSG00000254604.1,539,32,1.9376098928355507
ENSG00000228719.1,372,22,1.9301224890157895
ENSG00000271533.1,3685,216,1.9130282747921146
ENSG00000271228.1,308,18,1.907334738259995
ENSG00000277449.1,2648,154,1.8980509672949835
ENSG00000274341.1,297,17,1.8680891675139049
ENSG00000267565.1,403,23,1.862635688700552
ENSG00000260260.3,614,35,1.8603934562470816
ENSG00000260329.2,1476,84,1.8573684262369239
ENSG00000203993.7,3551,200,1.8381648342691528
ENSG00000285938.1,1144,64,1.8258247067104227
ENSG00000273271.1,520,29,1.8201190045019526
ENSG00000261175.6,5840,323,1.8050731459385214
ENSG00000273344.2,2283,126,1.8012324554045336
ENSG00000250012.2,1656,91,1.7934372666381895
ENSG00000291068.1,4195,230,1.7893734983225804
ENSG00000249249.2,4456,244,1.7871037832848984
ENSG00000259319.2,4059,222,1.7850034226173035
ENSG00000274124.1,312,17,1.7782771883065056
ENSG00000286508.1,239,13,1.7752134569951235
ENSG00000244055.2,5690,307,1.7608859940530375
ENSG00000271122.1,4200,225,1.7483901767383287
ENSG00000258675.2,939,50,1.7378390113125033
ENSG00000272263.1,510,27,1.7278208805414075
ENSG00000245849.8,2820,149,1.7244169780974725
ENSG00000235314.1,2703,142,1.7145392385526195
ENSG00000282033.1,823,43,1.7051938216224771
ENSG00000267364.4,1940,101,1.6991228246790357
ENSG00000246560.3,1383,72,1.699086332274992
ENSG00000273284.1,1003,52,1.6920279809445047
ENSG00000251257.3,812,42,1.688100860299076
ENSG00000227495.1,583,30,1.6794142349459078
ENSG00000237753.2,3224,165,1.6702983078021254
ENSG00000273156.2,1899,97,1.6670625662704235
ENSG00000253389.2,1374,70,1.662709726543971
ENSG00000228763.1,477,24,1.6420939186137766
ENSG00000271555.1,239,12,1.6386585756878063
ENSG00000264278.1,1295,65,1.63813133676384
ENSG00000260442.7,2001,100,1.6310153239604603
ENSG00000280800.1,923,46,1.6265269394286512
ENSG00000267417.1,523,26,1.6224704253225026
ENSG00000270659.2,1690,84,1.6221750278850295
ENSG00000288924.1,1758,87,1.6151226661109477
ENSG00000248256.1,265,13,1.601041570648432
ENSG00000290989.1,4287,210,1.5987146006098087
ENSG00000225083.2,1481,72,1.5866552312871802
ENSG00000291207.1,6683,324,1.5822630239283875
ENSG00000273373.1,2850,138,1.5802993316764684
ENSG00000259673.6,11554,559,1.5790088884835454
ENSG00000289164.1,641,31,1.57836991514183
ENSG00000291118.1,4357,209,1.5655388744966263
ENSG00000262766.1,543,26,1.5627109253106242
ENSG00000250831.1,253,12,1.5479818165588366
ENSG00000246982.7,1846,87,1.5381287361988332
ENSG00000267002.4,8785,414,1.538026099696506
ENSG00000270060.1,574,27,1.5351718625019475
ENSG00000289092.1,1389,65,1.5272714766804698
ENSG00000272288.8,962,45,1.5266608611852353
ENSG00000286018.1,731,34,1.5179821689511073
ENSG00000287627.1,605,28,1.510454984642259
ENSG00000238287.1,605,28,1.510454984642259
ENSG00000276148.1,413,19,1.501442411662294
ENSG00000230479.1,893,41,1.4984336863722296
ENSG00000272148.1,480,22,1.495844928987237
ENSG00000263004.3,2008,92,1.4953031524827143
ENSG00000258545.7,2641,121,1.495278535602539
ENSG00000273702.1,1162,53,1.488589226781228
ENSG00000255198.6,615,28,1.485894740989539
ENSG00000264247.2,5411,246,1.4837567347223077
ENSG00000236618.3,601,27,1.4662040750018601
ENSG00000273437.1,335,15,1.4613410432439764
ENSG00000272369.1,448,20,1.4569918139486073
ENSG00000288812.1,1283,57,1.4499510117299936
ENSG00000260018.2,542,24,1.4451638361231942
ENSG00000223891.7,9239,409,1.4447858212654572
ENSG00000270110.2,1130,50,1.4440980810818056
ENSG00000254682.2,792,35,1.4422747249188235
ENSG00000283175.1,1973,87,1.4391209564232366
ENSG00000255650.6,1068,47,1.4362556008661926
ENSG00000224078.15,122609,5371,1.4296770052188872
ENSG00000249669.12,18220,798,1.4294193234189982
ENSG00000255039.1,734,32,1.42284977144191
ENSG00000290555.1,2969,129,1.4180274656739293
ENSG00000267481.1,921,40,1.4174426333311099
ENSG00000237436.1,415,18,1.4155640949013941
ENSG00000293516.1,7456,323,1.4138448460677258
ENSG00000167920.12,3058,132,1.4087748186668552
ENSG00000260197.1,2666,115,1.4078060437853013
ENSG00000267365.2,2444,105,1.4021459682516877
ENSG00000272842.1,560,24,1.3987121413906631
ENSG00000261553.5,4178,179,1.3982657676420147
ENSG00000289428.2,895,38,1.3856887508749214
ENSG00000233818.1,1178,50,1.3852553748917151
ENSG00000275413.1,331,14,1.3804007034872607
ENSG00000288983.2,1066,45,1.3777183381427733
ENSG00000277959.1,332,14,1.3762428700430218
ENSG00000258604.1,593,25,1.3759113251453965
ENSG00000290682.1,2803,118,1.3739282064320226
ENSG00000259366.3,1467,61,1.3570781285476325
ENSG00000246859.3,9263,382,1.3459125071354254
ENSG00000260231.2,2457,101,1.3415947415048146
ENSG00000215039.9,3457,142,1.3405841949111168
ENSG00000290112.1,293,12,1.3366532409194052
ENSG00000286067.1,2350,96,1.3332405092404618
ENSG00000267677.1,417,17,1.3305095509631408
ENSG00000233251.8,4369,178,1.3296676037024235
ENSG00000223374.1,442,18,1.329092985031852
ENSG00000273302.1,791,32,1.3203182455605078
ENSG00000286322.2,1508,61,1.3201814420287648
ENSG00000272129.1,1436,58,1.318192036686651
ENSG00000283828.1,2238,90,1.3124644758357429
ENSG00000293306.1,3086,124,1.3113870584652145
ENSG00000288559.1,623,25,1.3096555630998719
ENSG00000288961.2,825,33,1.3054646652979522
ENSG00000218018.4,2454,98,1.3033367685330004
ENSG00000224660.2,6877,274,1.300339240554162
ENSG00000272622.2,3342,133,1.2988240610759099
ENSG00000272836.1,478,19,1.2972713724195133
ENSG00000285336.1,3101,123,1.294519137630185
ENSG00000272599.2,960,38,1.291866075034432
ENSG00000224975.1,945,37,1.2778357834927048
ENSG00000288596.2,2505,98,1.2768017684550832
ENSG00000272462.4,4365,170,1.2710709799579145
ENSG00000267321.4,1620,63,1.2692017579285646
ENSG00000263072.10,14513,563,1.2660659521855355
ENSG00000287315.1,4828,187,1.2640943061863972
ENSG00000271976.1,2583,100,1.2635159362155945
ENSG00000289370.2,1111,43,1.2631633800137703
ENSG00000278071.1,777,30,1.2601010282798768
ENSG00000203644.3,910,35,1.2552544858634156
ENSG00000266053.3,1518,58,1.2469853522279517
ENSG00000246695.9,11316,432,1.2459365840595515
ENSG00000286550.1,971,37,1.2436197892900165
ENSG00000270108.1,552,21,1.2416104153649004
ENSG00000260917.1,4237,161,1.240145215441175
ENSG00000250105.1,580,22,1.2379406308859893
ENSG00000221990.5,1663,63,1.236384153845024
ENSG00000265408.1,317,12,1.2354555192094185
ENSG00000262692.1,291,11,1.233686539370917
ENSG00000285805.1,663,25,1.2306416528072701
ENSG00000260563.3,1195,45,1.2289939317658545
ENSG00000273017.1,452,17,1.2274833689195348
ENSG00000226416.3,1949,73,1.2224079087577029
ENSG00000289102.1,1554,58,1.2180976606705474
ENSG00000227946.3,1367,51,1.217606033836788
ENSG00000259881.1,3057,114,1.217067156067767
ENSG00000227496.3,3547,132,1.2145569200685769
ENSG00000269352.1,1023,38,1.2123083402082646
ENSG00000270362.2,2965,110,1.2108019661279492
ENSG00000269903.1,433,16,1.2059719771805564
ENSG00000289841.1,815,30,1.201347851501183
ENSG00000289943.1,959,35,1.191117395344847
ENSG00000276698.1,658,24,1.190393311821841
ENSG00000290683.1,878,32,1.1894894444628266
ENSG00000293188.1,2361,86,1.1887967091870382
ENSG00000272720.1,1433,52,1.1843015107378492
ENSG00000224934.6,8545,310,1.184008327215814
ENSG00000290833.1,2955,107,1.1817658137637976
ENSG00000204685.9,4733,171,1.1791382725858326
ENSG00000234171.5,4432,160,1.1782172069476102
ENSG00000238246.1,499,18,1.1772727442566704
ENSG00000251414.1,528,19,1.1744237045767563
ENSG00000254694.1,362,13,1.1720331939829682
ENSG00000272086.2,1314,47,1.1673675660008325
ENSG00000223774.5,671,24,1.1673305501919096
ENSG00000254837.2,2493,89,1.1651259046481925
ENSG00000289311.2,1430,51,1.1639632505278945
ENSG00000229980.5,3539,126,1.1619705271795844
ENSG00000224870.9,2532,90,1.1600693115799339
ENSG00000230565.1,905,32,1.154001914075538
ENSG00000272791.1,935,33,1.151880587027605
ENSG00000206573.11,9533,336,1.150309785849449
ENSG00000291003.1,7014,247,1.1493077143163466
ENSG00000272732.1,1655,58,1.1437605828894446
ENSG00000262089.1,343,12,1.1418058297066638
ENSG00000273142.1,3441,120,1.1381557674785985
ENSG00000288862.1,977,34,1.1357676207812277
ENSG00000244124.1,376,13,1.1283936601644535
ENSG00000291033.1,12446,430,1.127570717656515
ENSG00000286986.1,899,31,1.1254005735327173
ENSG00000234636.2,900,31,1.1241501284510145
ENSG00000275582.1,669,23,1.1220361473039202
ENSG00000225032.5,2247,77,1.1183887319530745
ENSG00000272829.2,883,30,1.1088318221670037
ENSG00000291072.1,4899,166,1.1058743337388246
ENSG00000285967.1,6939,235,1.1052896539307493
ENSG00000275765.6,1185,40,1.101657945399116
ENSG00000287559.1,3543,119,1.09617764020926
ENSG00000293434.1,9083,305,1.0959119313989745
ENSG00000226328.8,3225,108,1.0929471616447972
ENSG00000267082.1,569,19,1.0897991494139323
ENSG00000272459.1,541,18,1.0858763389724186
ENSG00000235706.9,5264,175,1.0849939040042822
ENSG00000244945.1,1966,65,1.07903361195787
ENSG00000197815.4,1815,60,1.0788964176016134
ENSG00000289295.1,1059,35,1.0786417206191767
ENSG00000266718.2,4060,134,1.0771691203813154
ENSG00000273160.1,303,10,1.0771160604768584
ENSG00000250132.6,3669,121,1.0763234157880364
ENSG00000286598.1,637,21,1.0759324164543562
ENSG00000258559.2,1367,45,1.0743582651501071
ENSG00000289250.1,1033,34,1.0741964816101253
ENSG00000198496.12,3048,100,1.070755138859869
ENSG00000287042.3,1435,47,1.068934482038393
ENSG00000289293.1,458,15,1.0688848242068385
ENSG00000290720.1,4690,153,1.0646913315063256
ENSG00000235437.10,14146,461,1.0635854847701753
ENSG00000259456.4,1049,34,1.0578121692118774
ENSG00000289593.2,432,14,1.0576681316071372
ENSG00000271420.1,650,21,1.0544137681252692
ENSG00000267296.2,2198,71,1.054231019519502
ENSG00000226245.1,434,14,1.0527940849177035
ENSG00000270419.2,900,29,1.0516243137122392
ENSG00000278112.1,467,15,1.0482853308067068
ENSG00000289138.1,1651,53,1.0476927204844255
ENSG00000290999.1,4491,144,1.046464661561485
ENSG00000263272.1,1938,62,1.0441022864870104
ENSG00000226334.1,469,15,1.0438150308885545
ENSG00000212694.8,4132,132,1.0426024674451215
ENSG00000272024.1,407,13,1.0424472143042616
ENSG00000276855.1,690,22,1.0405877766867737
ENSG00000254519.5,7844,250,1.0401777356083888
ENSG00000287401.1,1889,60,1.036631549998374
ENSG00000261663.1,788,25,1.0354256545827667
ENSG00000251615.3,3249,103,1.0346480495974844
ENSG00000291151.1,4829,153,1.0340448011523438
ENSG00000231769.4,1979,62,1.0224710617543336
ENSG00000245937.10,16552,518,1.021373091808149
ENSG00000261474.1,449,14,1.0176227903213435
ENSG00000286367.1,964,30,1.015662343333469
ENSG00000235904.3,5919,184,1.0145527049114007
ENSG00000234327.10,2704,84,1.0138593924281434
ENSG00000235919.5,1225,38,1.012401169006575
ENSG00000269867.1,679,21,1.0093798958489322
ENSG00000250994.3,2134,66,1.0093798958489322
ENSG00000293268.1,5804,179,1.0065393482440277
ENSG00000203506.5,2303,71,1.0061657754684608
ENSG00000261167.1,3473,107,1.005504745082644
ENSG00000266385.1,552,17,1.0051131933906334
ENSG00000270084.2,814,25,1.0023530906771747
ENSG00000285184.5,4501,138,1.0006338803105832
