Geneid,Length,counts,fpkm
ENSG00000268575.1,5079,29,0.18634807685391128
ENSG00000293188.1,2361,86,1.1887967091870382
ENSG00000290854.1,3264,37,0.3699616468751856
ENSG00000008130.15,5570,263,1.5410108032915684
ENSG00000078369.19,9030,1231,4.449133452330507
ENSG00000231050.3,1417,15,0.34548288601745386
ENSG00000169885.10,2040,475,7.599212206084894
ENSG00000178821.13,1600,1930,39.36791881289137
ENSG00000162585.17,10916,144,0.4305306701239124
ENSG00000157933.11,6687,597,2.913722166826968
ENSG00000287356.1,5794,10,0.05632829933111635
ENSG00000116151.14,11337,53,0.1525748153409003
ENSG00000292993.1,2407,17,0.2305037319283879
ENSG00000157916.20,5689,764,4.382910020599558
ENSG00000157911.11,3782,206,1.7776687007626797
ENSG00000157881.16,5072,83,0.5340771254915716
ENSG00000177133.14,6044,12,0.06479804758262503
ENSG00000142611.17,9767,21,0.07017190020286936
ENSG00000162591.17,9021,92,0.3328421161939131
ENSG00000158109.15,2401,1589,21.599160278617724
ENSG00000116213.16,7634,158,0.6754762153427969
ENSG00000293478.1,9700,241,0.8108685163319755
ENSG00000130764.10,4509,1410,10.205728421324643
ENSG00000116198.14,11885,579,1.589953809860148
ENSG00000169598.17,3870,46,0.3879287765097274
ENSG00000198912.12,4883,271,1.8112887789051049
ENSG00000236423.8,4676,19,0.13261242857496305
ENSG00000196581.11,12528,19,0.04949678448407785
ENSG00000131697.18,13167,52,0.12889071655558124
ENSG00000069424.16,17212,19,0.036026941437167524
ENSG00000116251.11,4665,1697,11.87231263135383
ENSG00000158286.13,6595,159,0.7868418566428144
ENSG00000116237.16,4910,1080,7.1787262653858885
ENSG00000158292.7,4198,16,0.12438920107650805
ENSG00000097021.21,3500,11,0.10257222370198196
ENSG00000215788.11,4263,92,0.704332331734762
ENSG00000171680.23,6935,173,0.8141506384158103
ENSG00000162408.11,7271,501,2.248789015659036
ENSG00000204859.13,4510,93,0.6729945336624699
ENSG00000162413.17,6670,2475,12.110288780406416
ENSG00000116273.6,3632,172,1.5455666466908575
ENSG00000041988.16,4067,106,0.8506224153035588
ENSG00000007923.17,12182,801,2.145947292939706
ENSG00000237436.1,415,18,1.4155640949013941
ENSG00000171735.21,15672,859,1.7888497758597195
ENSG00000049245.13,2733,1930,23.047446066822612
ENSG00000269925.1,393,10,0.8304482603676542
ENSG00000049246.15,8128,1251,5.02318004517636
ENSG00000116288.13,2397,3148,42.861939574029556
ENSG00000284747.1,4116,26,0.20615938591925875
ENSG00000116285.13,4179,201,1.5697439442742784
ENSG00000162426.16,2600,24,0.3012610766072198
ENSG00000142599.20,14288,3036,6.9348241948568425
ENSG00000232912.6,1178,18,0.49869193496101744
ENSG00000074800.16,5216,907,5.67511719433111
ENSG00000142583.18,6632,1039,5.113004324655354
ENSG00000180758.12,5304,1825,11.229605081866339
ENSG00000049239.13,9322,2513,8.798092426232982
ENSG00000171621.14,3389,266,2.561622904759924
ENSG00000284693.2,3456,32,0.30219089474489635
ENSG00000235263.1,708,11,0.5070660776227922
ENSG00000171612.7,3865,388,3.2763278792729977
ENSG00000231181.1,559,13,0.7589910844755535
ENSG00000188807.13,6981,683,3.1930682079877575
ENSG00000171608.18,9567,34,0.11598672159540707
ENSG00000171603.18,5241,843,5.249507311802012
ENSG00000178585.15,3339,488,4.769891858830493
ENSG00000162441.12,5459,483,2.887614184552624
ENSG00000173614.14,4610,693,4.906111784444039
ENSG00000202415.1,319,14,1.432328002678004
ENSG00000162444.12,862,59,2.233828748624686
ENSG00000130939.20,9237,2082,7.356223430633151
ENSG00000054523.20,18915,17514,30.21928118956957
ENSG00000284735.1,2381,15,0.20560657265297444
ENSG00000142657.21,3333,374,3.662194605621318
ENSG00000160049.12,6625,575,2.832612009608764
ENSG00000142655.13,2932,285,3.1723859959917835
ENSG00000130940.15,11336,651,1.874244656644687
ENSG00000272078.1,7923,12,0.04943069539181947
ENSG00000175262.15,3612,481,4.346127519437396
ENSG00000120948.19,6187,2471,13.034601535280588
ENSG00000009724.18,5113,151,0.9638429711519204
ENSG00000116649.10,1894,692,11.924254862542014
ENSG00000171824.14,5991,689,3.7534015789946973
ENSG00000198793.14,13373,1557,3.7998363939821127
ENSG00000120942.14,5090,386,2.4749968605354105
ENSG00000132879.14,3527,98,0.9068297221377893
ENSG00000116670.16,5431,200,1.201863989410746
ENSG00000116663.11,1735,68,1.2791296432314228
ENSG00000177674.16,2435,56,0.7505751669064202
ENSG00000177000.13,11513,448,1.2699734431804972
ENSG00000011021.23,8173,462,1.8448693116592865
ENSG00000285646.2,3071,18,0.1912924452569451
ENSG00000116685.17,3281,821,8.166614524608493
ENSG00000083444.17,5320,849,5.208362315967864
ENSG00000116688.18,10234,10212,32.56645779270737
ENSG00000116691.11,2821,241,2.788168950166665
ENSG00000120949.15,3812,10,0.08561546860558449
ENSG00000028137.19,3778,112,0.9675227799984824
ENSG00000048707.15,20768,2285,3.590845002173802
ENSG00000162496.9,3515,422,3.9182509868829007
ENSG00000162494.6,2168,129,1.9419389047905422
ENSG00000162493.17,3707,497,4.375613290080134
ENSG00000116731.23,10933,1464,4.370255808095221
ENSG00000189337.17,13860,27,0.06357782460866651
ENSG00000142634.13,2534,77,0.9917203949086654
ENSG00000132906.18,5269,274,1.6971783938680913
ENSG00000116138.13,8563,962,3.666521686373438
ENSG00000116771.6,3095,801,8.446504013761386
ENSG00000235084.3,447,10,0.7301256517326354
ENSG00000197312.13,12178,1949,5.223252243114035
ENSG00000116786.13,4134,2465,19.460391872033455
ENSG00000237938.5,1533,11,0.23418315913694515
ENSG00000162461.8,3338,832,8.134710916176575
ENSG00000162458.13,4351,29,0.21752743790876014
ENSG00000233954.7,2180,341,5.10508544571791
ENSG00000179743.4,2473,182,2.4018860602934424
ENSG00000065526.13,15120,1340,2.8923985639868652
ENSG00000116809.12,4240,303,2.3322865187811295
ENSG00000173641.18,3193,22632,231.32850223162586
ENSG00000186510.12,3476,10,0.09389130216469738
ENSG00000142627.13,4141,128,1.0088111395685697
ENSG00000288398.1,2662,17,0.20842317158212986
ENSG00000037637.11,9009,706,2.55760365662214
ENSG00000055070.17,4742,1834,12.622428280031865
ENSG00000157191.20,5510,153,0.9062436197395041
ENSG00000226029.1,3245,22,0.2212651975081275
ENSG00000290842.1,6811,46,0.22042054985943987
ENSG00000219481.11,12212,134,0.35811551168916966
ENSG00000291072.1,4899,166,1.1058743337388246
ENSG00000215908.12,2773,21,0.24715793338673814
ENSG00000186301.8,2291,10,0.14245576880160982
ENSG00000236698.1,435,90,6.7524034411963045
ENSG00000058453.17,8875,220,0.8090203559592943
ENSG00000238142.4,2149,45,0.6834098410703565
ENSG00000159363.19,5253,219,1.3606356448707955
ENSG00000117118.11,2445,5043,67.31552461244964
ENSG00000117115.13,6000,10811,58.80574373556735
ENSG00000179051.14,4079,127,1.0161437392304484
ENSG00000074964.17,7954,1848,7.582658729791978
ENSG00000009709.12,6473,132,0.6655389147973494
ENSG00000159423.17,3632,1240,11.142457220329437
ENSG00000169991.11,6179,114,0.6021321081241566
ENSG00000127481.15,24661,3991,5.281729734402626
ENSG00000127463.16,15030,716,1.5547450105677543
ENSG00000053372.5,2556,227,2.8984788636799217
ENSG00000270728.1,525,23,1.4297946334215665
ENSG00000053371.13,1779,549,10.071670900064303
ENSG00000040487.13,2686,81,0.9842017673970042
ENSG00000077549.19,19094,2929,5.0064234899152895
ENSG00000173436.15,5480,371,2.2095227683646907
ENSG00000158747.15,3448,148,1.4008756559171762
ENSG00000162542.14,4027,77,0.6240425827411369
ENSG00000169914.6,6885,345,1.635386018619439
ENSG00000162545.6,2605,85,1.06491839299737
ENSG00000090432.7,2428,556,7.473623907595361
ENSG00000183114.8,2448,36,0.4799502445948354
ENSG00000158825.6,820,12,0.4776090238894948
ENSG00000158828.8,4833,3339,22.54783011292087
ENSG00000117242.7,4443,62,0.45542881638798693
ENSG00000244038.11,2721,559,6.704839653634282
ENSG00000117245.13,4470,16,0.11682010427722167
ENSG00000127483.19,9815,4433,14.740511618099394
ENSG00000075151.24,11885,2044,5.612893933254132
ENSG00000117298.16,7308,566,2.5276854151568178
ENSG00000187952.9,1234,29,0.7669869386880189
ENSG00000142794.19,6812,51,0.244343430454329
ENSG00000162551.14,2980,11,0.12047073253588486
ENSG00000090686.16,9497,937,3.220017877709227
ENSG00000187942.12,4494,17,0.1234584963844303
ENSG00000142798.20,18118,2768,4.986099726162839
ENSG00000218510.9,3764,39,0.33815835511835907
ENSG00000070831.18,24398,33,0.044143304732798205
ENSG00000162552.15,4650,31,0.21757744421632536
ENSG00000184677.18,9169,683,2.431105808699153
ENSG00000173372.18,2640,22,0.2719718052704067
ENSG00000159189.13,1736,37,0.6955960918206255
ENSG00000004487.18,18325,1169,2.0819757076852743
ENSG00000169641.15,9651,233,0.7879319941312374
ENSG00000261326.5,6182,99,0.5226504442918848
ENSG00000125944.22,8704,1371,5.140717072964994
ENSG00000125945.16,4786,304,2.0730320635738484
ENSG00000249087.9,2901,53,0.5962566982143354
ENSG00000271420.1,650,21,1.0544137681252692
ENSG00000204219.11,3675,9569,84.97953321249051
ENSG00000088280.21,5194,551,3.4622209789139955
ENSG00000117318.9,1496,333,7.264701429549099
ENSG00000285802.1,1322,13,0.32093495932060095
ENSG00000142676.14,2659,4636,56.90235227831241
ENSG00000011007.13,5348,1191,7.268176965079755
ENSG00000057757.10,2173,588,8.831261196447262
ENSG00000011009.11,2021,245,3.956442887159801
ENSG00000117308.15,3955,41,0.33833155042488017
ENSG00000117305.15,5628,625,3.6243577461408143
ENSG00000179163.12,2043,273,4.36113379376335
ENSG00000189266.13,2763,1102,13.016848182757359
ENSG00000188529.15,11860,1474,4.0561865865286295
ENSG00000142661.19,9214,6081,21.539316881042023
ENSG00000185436.12,4940,90,0.5945942301458285
ENSG00000001460.18,8511,40,0.1533855792853898
ENSG00000001461.17,9396,387,1.3442284628307457
ENSG00000117602.13,7138,49,0.22403953698374776
ENSG00000133226.19,7994,2638,10.770001835926939
ENSG00000169504.15,4467,1376,10.05327613303102
ENSG00000020633.19,4922,18,0.1193537381926206
ENSG00000117614.10,3773,860,7.439037981422204
ENSG00000284602.1,2190,43,0.6408102809110954
ENSG00000117616.18,6730,1299,6.299400446590044
ENSG00000272432.1,485,10,0.6729199305659548
ENSG00000261349.1,459,11,0.7821411393397317
ENSG00000224183.1,480,18,1.2238731237168303
ENSG00000183726.11,3010,487,5.280409401994209
ENSG00000188672.19,2433,18,0.241454623667932
ENSG00000204178.11,3979,1345,11.031980238915216
ENSG00000157978.12,5371,420,2.552109287959132
ENSG00000117643.16,7934,127,0.5224162228788756
ENSG00000162430.18,4403,855,6.337566936348792
ENSG00000117640.18,5797,2723,15.330258252571694
ENSG00000182749.6,3244,35,0.3521213261824008
ENSG00000117632.23,6247,182,0.9508346769818605
ENSG00000158006.14,3795,358,3.0787638351559083
ENSG00000158008.10,4542,554,3.980776225093932
ENSG00000158022.7,2576,6033,76.43505750914737
ENSG00000175087.10,4560,209,1.495844928987237
ENSG00000197245.6,2799,23,0.2681822731498116
ENSG00000142675.18,3960,1278,10.532726276835751
ENSG00000130695.16,5145,3722,23.61000721204557
ENSG00000270733.1,358,46,4.193531746068841
ENSG00000142669.15,876,138,5.141384811961113
ENSG00000158062.21,4691,126,0.8766177138538798
ENSG00000169442.9,934,14,0.4891998210431298
ENSG00000117682.18,7156,204,0.9303898536919448
ENSG00000198830.12,3189,1137,11.636197275350986
ENSG00000117676.14,5884,16,0.08874674815077853
ENSG00000117713.21,15939,1018,2.084451705366264
ENSG00000060642.12,8084,90,0.36334679575957357
ENSG00000204160.12,5460,181,1.0819098187679916
ENSG00000142751.15,4966,222,1.4589868893281583
ENSG00000198746.13,2226,128,1.87667876413003
ENSG00000090273.14,2848,1009,11.562621552717994
ENSG00000253368.4,1979,27,0.44526965592527423
ENSG00000158246.8,2382,12,0.1644162046974751
ENSG00000090020.11,6195,122,0.6427227165712275
ENSG00000214973.3,640,143,7.29224402881278
ENSG00000142784.16,5911,2760,15.238887143555864
ENSG00000186501.15,4476,285,2.0780687534065927
ENSG00000142765.18,5584,10,0.05844666302372638
ENSG00000142733.18,5507,266,1.5764191073599751
ENSG00000158195.11,5681,849,4.877396148732448
ENSG00000126705.15,8297,956,3.760468301870683
ENSG00000000938.13,3382,28,0.27020262143955254
ENSG00000126709.16,936,26,0.906572684234689
ENSG00000009780.16,4046,497,4.00899616073333
ENSG00000117758.14,3801,475,4.0785037885854205
ENSG00000117751.18,2815,482,5.588223522856243
ENSG00000130775.16,4621,24,0.16950417640743806
ENSG00000117748.10,1981,660,10.873380604450384
ENSG00000158156.9,5180,132,0.8316666786647187
ENSG00000158161.16,6424,383,1.9458007736967455
ENSG00000228589.3,681,121,5.798870209289729
ENSG00000169403.12,4208,18,0.13960529928328863
ENSG00000126698.11,2891,889,10.035957172690068
ENSG00000130770.18,2225,1340,19.655310691002878
ENSG00000270605.1,1945,284,4.765449420881985
ENSG00000130766.5,3462,91,0.8578660062255462
ENSG00000130772.14,2017,95,1.5371733168481094
ENSG00000204138.13,7317,786,3.5058604172618235
ENSG00000180198.17,3888,93,0.7806598114243156
ENSG00000242125.3,4088,117,0.9340714642848607
ENSG00000180098.9,4311,155,1.1734343720783031
ENSG00000197989.15,4266,56,0.4284225343218783
ENSG00000120656.14,8610,354,1.3418539242609615
ENSG00000188060.8,2301,12,0.170203998083175
ENSG00000229388.1,978,16,0.5339323784449702
ENSG00000162419.13,6413,202,1.028005077148707
ENSG00000198492.16,3729,813,7.11546509042126
ENSG00000116329.12,9317,68,0.23819791037957702
ENSG00000159023.23,19993,800,1.3059217379062193
ENSG00000253304.2,2606,15,0.18785466212077212
ENSG00000116350.18,8806,1572,5.82611416604696
ENSG00000116353.16,4138,512,4.038170061820636
ENSG00000060656.20,6682,390,1.9048608929444826
ENSG00000162511.8,3228,13,0.13143618842064264
ENSG00000162512.16,7065,280,1.2934540208189194
ENSG00000134644.16,6621,2041,10.060615397497058
ENSG00000084628.10,3320,374,3.6765345242577876
ENSG00000060688.13,3887,315,2.6448505889429827
ENSG00000121766.16,1921,347,5.895318048651607
ENSG00000121769.8,1398,14211,331.75891199122316
ENSG00000168528.12,3452,397,3.7534000008928667
ENSG00000142910.16,5281,518,3.2012435931847154
ENSG00000162517.13,2223,220,3.2298945835082042
ENSG00000084636.18,9253,119,0.41972953412530073
ENSG00000184007.22,6708,7201,35.03522307249014
ENSG00000121774.18,3544,1220,11.23495267821319
ENSG00000121775.18,2787,128,1.49891888372926
ENSG00000025800.14,7457,2443,10.692135501283683
ENSG00000084652.16,5114,633,4.039690717313277
ENSG00000160050.16,3873,956,8.055927059287647
ENSG00000160051.12,2463,16,0.2120121259111575
ENSG00000160055.20,3571,16,0.14622959006417835
ENSG00000084623.12,9526,1790,6.132641588503398
ENSG00000291132.1,3496,38,0.35474583296140005
ENSG00000116478.12,3966,250,2.0572753802602626
ENSG00000175130.7,1546,135,2.8498986063263834
ENSG00000162526.7,1849,17,0.3000662426996375
ENSG00000225828.2,2845,30,0.3441470998149259
ENSG00000160058.19,6741,864,4.183064348084226
ENSG00000160062.15,7077,163,0.751698249412061
ENSG00000176261.16,3531,261,2.4123922234690283
ENSG00000162521.19,9470,1014,3.494564864340347
ENSG00000162520.15,3722,544,4.770101947354151
ENSG00000162522.11,6020,59,0.31986052845755475
ENSG00000134684.13,9775,761,2.5408148600811806
ENSG00000116497.18,9190,201,0.7138150101329935
ENSG00000160097.21,3354,9301,90.50482149624519
ENSG00000116514.17,2734,232,2.7694568612758315
ENSG00000004455.18,17967,2027,3.6819959878651827
ENSG00000142920.18,9530,19,0.06506775614024422
ENSG00000116525.14,3976,30,0.24625213756877873
ENSG00000160094.15,3384,366,3.529846834360598
ENSG00000225313.5,4015,47,0.3820475670548179
ENSG00000134686.21,5550,907,5.333587619032625
ENSG00000121903.15,10444,70,0.21874407930595713
ENSG00000163866.9,10337,447,1.411296085392727
ENSG00000187513.9,1716,169,3.214212244104807
ENSG00000163867.17,9568,151,0.5150636613189559
ENSG00000197056.11,5205,138,0.8652935821859626
ENSG00000116560.12,7720,2253,9.52464990581699
ENSG00000146463.12,7905,1148,4.739637684256955
ENSG00000142687.19,20873,2053,3.210030850688325
ENSG00000020129.16,4917,187,1.2412136079454805
ENSG00000126067.12,4528,1136,8.187985091533093
ENSG00000142686.8,3049,306,3.2754361067659348
ENSG00000134698.11,7423,984,4.326341205217516
ENSG00000092847.14,14043,638,1.4827431041445802
ENSG00000126070.20,21153,574,0.8856151821030405
ENSG00000116863.11,1651,204,4.032628584506091
ENSG00000054116.12,3527,401,3.7105991691556484
ENSG00000116871.16,5271,4053,25.09508768949251
ENSG00000054118.15,4720,4790,33.12063425199784
ENSG00000214193.11,8142,32,0.12826967971485653
ENSG00000196182.11,5618,2148,12.47836463625846
ENSG00000181817.6,1506,775,16.795071640204398
ENSG00000116885.18,2788,62,0.7257784186556048
ENSG00000116898.12,2863,2658,30.299730006653487
ENSG00000284650.1,1039,15,0.4711734836253437
ENSG00000233621.3,3462,54,0.5090633443536209
ENSG00000163874.11,3091,90,0.9502735350761542
ENSG00000163875.16,6061,577,3.1069671336286024
ENSG00000163877.11,5718,185,1.0559241128022088
ENSG00000237749.4,253,25,3.2249621178309096
ENSG00000163879.11,4456,71,0.5200179041525729
ENSG00000134697.13,5747,520,2.953026039476837
ENSG00000116922.15,4443,174,1.2781389363146731
ENSG00000185090.15,2973,33,0.36226315131880615
ENSG00000196449.4,1848,54,0.9536673691299976
ENSG00000197982.14,2231,188,2.7501944988347717
ENSG00000188786.10,7989,445,1.8179114283940065
ENSG00000204084.14,8926,309,1.1298134146792158
ENSG00000183431.12,3894,938,7.8616195175236205
ENSG00000212541.1,108,28,8.461345052857098
ENSG00000183386.10,2004,22686,369.4582260098471
ENSG00000183520.12,3381,2940,28.37966663691201
ENSG00000185668.8,2965,17,0.18712394021977397
ENSG00000116954.8,5116,170,1.0844849154644833
ENSG00000228436.4,2099,11,0.17103515148019857
ENSG00000214114.9,2773,80,0.9415540319494786
ENSG00000158315.11,2826,11,0.12703566275900102
ENSG00000174574.16,2688,604,7.333525463541323
ENSG00000168653.11,548,2623,156.21504639947665
ENSG00000127603.32,70573,3740,1.729570036775517
ENSG00000183682.8,5636,44,0.2547926067827799
ENSG00000291129.1,6081,106,0.5689000761453006
ENSG00000090621.15,10274,10442,33.17028916449586
ENSG00000163909.8,4077,154,1.2327787494228886
ENSG00000116981.4,9068,7200,25.9135023989448
ENSG00000116983.13,4758,54,0.3704029630416636
ENSG00000084072.17,11124,470,1.3789293255349637
ENSG00000043514.17,6533,161,0.8043005170402966
ENSG00000131236.18,3814,604,5.168462623492155
ENSG00000131238.18,3372,448,4.336062945236378
ENSG00000117000.9,6232,517,2.7074985235840874
ENSG00000259943.2,1639,194,3.863028448258126
ENSG00000084073.10,4022,463,3.7570247391406753
ENSG00000084070.12,3601,168,1.522619159747681
ENSG00000187801.15,2566,12,0.15262642228736775
ENSG00000260920.2,2449,11,0.1465915814442372
ENSG00000187815.10,3173,38,0.3908576842209438
ENSG00000238287.1,605,28,1.510454984642259
ENSG00000164002.12,2574,24,0.3043041177850705
ENSG00000117010.17,3101,64,0.6735709334010719
ENSG00000117016.10,7259,20,0.08992042053299024
ENSG00000272145.2,1695,25,0.48136602702726855
ENSG00000066136.21,5990,1040,5.6664576457006275
ENSG00000117013.17,4408,79,0.5849121401913465
ENSG00000179862.7,1310,244,6.078881265891227
ENSG00000171793.17,11958,181,0.4939979604008391
ENSG00000281207.1,4800,12,0.08159154158112202
ENSG00000171790.16,4318,10,0.07558271568422605
ENSG00000010803.17,4602,1112,7.886118577853775
ENSG00000204060.8,2495,24,0.31393939846844543
ENSG00000127124.16,14625,112,0.2499351154074712
ENSG00000198815.9,6896,1801,8.523571136171737
ENSG00000177181.15,10638,32,0.09817369169377343
ENSG00000066185.13,2181,70,1.0474842568873988
ENSG00000127125.9,3412,470,4.495665245384214
ENSG00000186409.19,25199,20,0.025903104593395614
ENSG00000171960.12,5095,143,0.9160031753562669
ENSG00000285728.3,3472,45,0.4229976234044344
ENSG00000065978.19,3395,26449,254.25798919341338
ENSG00000117385.16,6766,92,0.44377309047964675
ENSG00000164008.17,5612,203,1.1805476080518722
ENSG00000177868.12,1353,88,2.1227067728421987
ENSG00000164010.15,5720,101,0.5762759230554773
ENSG00000164011.18,2036,144,2.3082872274423516
ENSG00000117395.13,3561,300,2.749504349827195
ENSG00000066056.14,6705,369,1.7961091032622833
ENSG00000066322.15,2506,110,1.432572956731592
ENSG00000159479.17,2704,144,1.7380446727339598
ENSG00000198198.17,26354,596,0.7380823978500224
ENSG00000142949.17,10712,18,0.05484121540179971
ENSG00000066135.13,5184,121,0.7617728805027595
ENSG00000236200.7,4302,23,0.17448679278157198
ENSG00000126091.21,19448,188,0.31549176917422744
ENSG00000229444.1,469,228,15.86598846950603
ENSG00000233674.2,271,21,2.5290367132155898
ENSG00000237950.3,2224,23,0.3375189669722673
ENSG00000117408.11,5072,3676,23.653825461530325
ENSG00000132768.14,2930,309,3.441882095367468
ENSG00000117410.14,3239,570,5.743399654367342
ENSG00000117411.18,5472,708,4.222720134461578
ENSG00000159214.13,3563,10,0.09159869950168062
ENSG00000196517.13,5249,16,0.09948292362720154
ENSG00000178028.14,5599,547,3.188467458108501
ENSG00000117419.16,2785,745,8.730441433096718
ENSG00000233602.1,619,14,0.7381464181813947
ENSG00000187147.19,9678,758,2.556164022256271
ENSG00000126106.14,3561,45,0.4124256524740793
ENSG00000142937.12,2781,6369,74.74383722835901
ENSG00000173846.13,3327,32,0.31390794476656503
ENSG00000222009.9,3479,25,0.23452584530359877
ENSG00000117425.14,5334,102,0.6240972809354666
ENSG00000070785.17,3411,1062,10.161268502978784
ENSG00000126107.15,5072,767,4.935387412675125
ENSG00000126088.14,4029,632,5.119469275678244
ENSG00000162415.7,6095,47,0.25166874187450267
ENSG00000186603.7,1816,14,0.2516038727171163
ENSG00000132773.12,2358,56,0.7750850430098105
ENSG00000070759.17,3319,147,1.4454904022205408
ENSG00000280670.3,2757,24,0.28410547666984814
ENSG00000132763.15,5049,296,1.9133370020211617
ENSG00000117450.15,1682,1394,27.048420681113935
ENSG00000117448.14,3121,243,2.5410758864739056
ENSG00000132780.17,8304,868,3.411438251079668
ENSG00000159588.15,3323,44,0.43214298279498875
ENSG00000159592.11,7433,2363,10.375396892570501
ENSG00000225447.1,382,18,1.537851045508059
ENSG00000234329.1,788,10,0.4141702618331067
ENSG00000159596.7,1465,522,11.628883195998824
ENSG00000197429.11,3708,459,4.039969534599245
ENSG00000230896.1,598,53,2.8925429456852623
ENSG00000086015.23,8062,4831,19.556871117757403
ENSG00000117461.15,7397,275,1.2133391339628798
ENSG00000085998.15,9028,1298,4.692327025799574
ENSG00000085999.13,4078,19,0.1520587827406884
ENSG00000132128.18,8614,722,2.7355046678230828
ENSG00000173660.12,1341,2995,72.89087756464144
ENSG00000117481.11,7856,240,0.9970453146369289
ENSG00000117480.16,2724,104,1.2460382267895285
ENSG00000079277.22,8071,507,2.050150493452056
ENSG00000142961.16,5832,489,2.7365064357454503
ENSG00000123472.13,5654,5267,30.402734312541188
ENSG00000159658.15,16312,2612,5.226020269982606
ENSG00000142973.16,3459,100,0.9435275117793815
ENSG00000186377.8,2447,87,1.1603537584891892
ENSG00000162367.12,5705,78,0.446214916271868
ENSG00000226252.1,4036,17,0.13746840504252472
ENSG00000123473.17,7821,18,0.0751130417317579
ENSG00000162368.15,4437,2316,17.035475348377606
ENSG00000269113.4,7524,17,0.07374036187554887
ENSG00000132122.12,5938,63,0.34626252068781993
ENSG00000235105.1,1257,152,3.946512114663659
ENSG00000162373.13,2142,57,0.8684813949811306
ENSG00000185104.21,7549,1900,8.214276275222245
ENSG00000123080.12,3018,342,3.698383992146286
ENSG00000123091.5,3112,4049,42.46325859408265
ENSG00000085831.16,9491,53,0.1822506249625737
ENSG00000085832.18,8329,3235,12.676126162321033
ENSG00000227070.2,519,12,0.7546038527733828
ENSG00000117859.19,10273,2264,7.192572768992903
ENSG00000078618.23,6640,9354,45.97634216565153
ENSG00000266993.3,1819,12,0.21530478262198224
ENSG00000117862.13,2864,12,0.1367456004152883
ENSG00000198841.4,1708,21,0.40126987662846897
ENSG00000134717.18,5948,1190,6.529518122497324
ENSG00000157077.16,7980,1416,5.791159041547306
ENSG00000154222.15,7507,406,1.7650814376947137
ENSG00000134748.13,5617,523,3.038801940318805
ENSG00000134744.14,16199,2014,4.0576668867060866
ENSG00000116157.6,1692,176,3.394825370751176
ENSG00000182183.15,2684,15,0.18239539846748587
ENSG00000162377.6,4148,610,4.799502445948354
ENSG00000162378.13,8206,10351,41.16763572538114
ENSG00000228929.1,455,35,2.510508971726831
ENSG00000121310.17,11572,2869,8.09146674027788
ENSG00000230953.2,175,50,9.324747609271089
ENSG00000116171.19,8253,2891,11.432504384394706
ENSG00000174348.14,4899,199,1.3257168217712416
ENSG00000162383.13,5413,78,0.4702856267007217
