lncRNA_id,line1_name,line1_family,chr,lncrna_start,lncrna_end,line1_start,line1_end,association_type,distance
ENSG00000238246.1,L1MCb,L1,chr10,20070805,20091784,20080782,20081220,overlap,0
ENSG00000238246.1,L1MCb,L1,chr10,20070805,20091784,20081381,20081644,overlap,0
ENSG00000238246.1,L1MC3,L1,chr10,20070805,20091784,20081693,20081758,overlap,0
ENSG00000238246.1,L1MC3,L1,chr10,20070805,20091784,20082076,20082442,overlap,0
ENSG00000238246.1,L1ME4b,L1,chr10,20070805,20091784,20082437,20082947,overlap,0
ENSG00000238246.1,L1ME4b,L1,chr10,20070805,20091784,20082972,20083193,overlap,0
ENSG00000238246.1,L1ME4b,L1,chr10,20070805,20091784,20083494,20083522,overlap,0
ENSG00000238246.1,L1ME4a,L1,chr10,20070805,20091784,20099176,20099295,proximal,7392
ENSG00000238246.1,L1ME3C,L1,chr10,20070805,20091784,20113713,20113817,proximal,21929
ENSG00000238246.1,L1M5,L1,chr10,20070805,20091784,20116960,20117380,proximal,25176
ENSG00000238246.1,L1MA9,L1,chr10,20070805,20091784,20128352,20131401,proximal,36568
ENSG00000238246.1,L1MA9,L1,chr10,20070805,20091784,20131699,20134883,proximal,39915
ENSG00000238246.1,L1MA9,L1,chr10,20070805,20091784,20134883,20135185,proximal,43099
ENSG00000238246.1,L1PA7,L1,chr10,20070805,20091784,20139505,20140011,proximal,47721
ENSG00000288812.1,L1PA10,L1,chr6,17279587,17280869,17230984,17231126,proximal,48461
ENSG00000288812.1,L1PB2,L1,chr6,17279587,17280869,17234964,17235051,proximal,44536
ENSG00000288812.1,L1MEg,L1,chr6,17279587,17280869,17241226,17242462,proximal,37125
ENSG00000288812.1,L1MEg,L1,chr6,17279587,17280869,17242495,17242934,proximal,36653
ENSG00000288812.1,L1MEg,L1,chr6,17279587,17280869,17243229,17244220,proximal,35367
ENSG00000288812.1,L1PA13,L1,chr6,17279587,17280869,17244239,17245122,proximal,34465
ENSG00000288812.1,L1PA13,L1,chr6,17279587,17280869,17245161,17246086,proximal,33501
ENSG00000288812.1,L1PA13,L1,chr6,17279587,17280869,17246377,17247202,proximal,32385
ENSG00000288812.1,L1MEg,L1,chr6,17279587,17280869,17247201,17247326,proximal,32261
ENSG00000288812.1,L1MC,L1,chr6,17279587,17280869,17247322,17247516,proximal,32071
ENSG00000288812.1,L1MC,L1,chr6,17279587,17280869,17247808,17248170,proximal,31417
ENSG00000288812.1,L1MC,L1,chr6,17279587,17280869,17248467,17248600,proximal,30987
ENSG00000288812.1,L1MC,L1,chr6,17279587,17280869,17248902,17249626,proximal,29961
ENSG00000288812.1,L1PA16,L1,chr6,17279587,17280869,17250621,17251075,proximal,28512
ENSG00000288812.1,L1PB4,L1,chr6,17279587,17280869,17252515,17253511,proximal,26076
ENSG00000288812.1,L1PB4,L1,chr6,17279587,17280869,17253803,17254536,proximal,25051
ENSG00000288812.1,L1M4,L1,chr6,17279587,17280869,17255586,17255951,proximal,23636
ENSG00000288812.1,L1M4,L1,chr6,17279587,17280869,17256277,17256425,proximal,23162
ENSG00000288812.1,L1M4,L1,chr6,17279587,17280869,17257727,17257894,proximal,21693
ENSG00000288812.1,L1ME1,L1,chr6,17279587,17280869,17260399,17260895,proximal,18692
ENSG00000288812.1,L1ME1,L1,chr6,17279587,17280869,17260924,17261444,proximal,18143
ENSG00000288812.1,L1ME1,L1,chr6,17279587,17280869,17261740,17261935,proximal,17652
ENSG00000288812.1,L1ME1,L1,chr6,17279587,17280869,17261998,17262288,proximal,17299
ENSG00000288812.1,L1ME1,L1,chr6,17279587,17280869,17262592,17263083,proximal,16504
ENSG00000288812.1,L1ME1,L1,chr6,17279587,17280869,17263085,17263646,proximal,15941
ENSG00000288812.1,L1MEc,L1,chr6,17279587,17280869,17264086,17264341,proximal,15246
ENSG00000288812.1,L1M4a1,L1,chr6,17279587,17280869,17264892,17265045,proximal,14542
ENSG00000288812.1,L1M4a1,L1,chr6,17279587,17280869,17265361,17265726,proximal,13861
ENSG00000288812.1,L1M5,L1,chr6,17279587,17280869,17270638,17270686,proximal,8901
ENSG00000288812.1,L1ME3,L1,chr6,17279587,17280869,17270662,17270789,proximal,8798
ENSG00000288812.1,L1ME3,L1,chr6,17279587,17280869,17270833,17271005,proximal,8582
ENSG00000288812.1,L1ME4a,L1,chr6,17279587,17280869,17272695,17272850,proximal,6737
ENSG00000288812.1,L1PA15,L1,chr6,17279587,17280869,17273602,17274739,proximal,4848
ENSG00000288812.1,L1PA15,L1,chr6,17279587,17280869,17275034,17275917,proximal,3670
ENSG00000288812.1,L1ME4a,L1,chr6,17279587,17280869,17275914,17275925,proximal,3662
ENSG00000288812.1,L1ME4a,L1,chr6,17279587,17280869,17276256,17276421,proximal,3166
ENSG00000288812.1,L1ME4a,L1,chr6,17279587,17280869,17276480,17276649,proximal,2938
ENSG00000288812.1,L1MA7,L1,chr6,17279587,17280869,17298621,17298775,proximal,17752
ENSG00000288812.1,L1MA7,L1,chr6,17279587,17280869,17299091,17299314,proximal,18222
ENSG00000288812.1,L1MA7,L1,chr6,17279587,17280869,17299396,17299734,proximal,18527
ENSG00000288812.1,L1MA4,L1,chr6,17279587,17280869,17303670,17304017,proximal,22801
ENSG00000288812.1,L1MA4,L1,chr6,17279587,17280869,17304309,17304480,proximal,23440
ENSG00000288812.1,L1ME3G,L1,chr6,17279587,17280869,17328545,17328599,proximal,47676
ENSG00000288812.1,L1ME4b,L1,chr6,17279587,17280869,17328906,17328989,proximal,48037
ENSG00000288812.1,L1ME4b,L1,chr6,17279587,17280869,17329272,17329479,proximal,48403
ENSG00000288812.1,L1ME3D,L1,chr6,17279587,17280869,17330596,17330704,proximal,49727
ENSG00000290999.1,L1MD,L1,chr1,120519468,120548357,120469513,120469917,proximal,49551
ENSG00000290999.1,L1MEc,L1,chr1,120519468,120548357,120470475,120470598,proximal,48870
ENSG00000290999.1,L1MEc,L1,chr1,120519468,120548357,120470680,120471231,proximal,48237
ENSG00000290999.1,L1M3,L1,chr1,120519468,120548357,120471223,120471324,proximal,48144
ENSG00000290999.1,L1M3,L1,chr1,120519468,120548357,120471370,120471782,proximal,47686
ENSG00000290999.1,L1ME3Cz,L1,chr1,120519468,120548357,120473827,120474127,proximal,45341
ENSG00000290999.1,HAL1,L1,chr1,120519468,120548357,120474413,120474624,proximal,44844
ENSG00000290999.1,L1P2,L1,chr1,120519468,120548357,120478166,120480272,proximal,39196
ENSG00000290999.1,L1P2,L1,chr1,120519468,120548357,120480579,120480729,proximal,38739
ENSG00000290999.1,L1PA6,L1,chr1,120519468,120548357,120480723,120486850,proximal,32618
ENSG00000290999.1,L1M1,L1,chr1,120519468,120548357,120486864,120488283,proximal,31185
ENSG00000290999.1,L1PA3,L1,chr1,120519468,120548357,120526398,120526475,overlap,0
ENSG00000290999.1,L1MA7,L1,chr1,120519468,120548357,120526866,120527736,overlap,0
ENSG00000290999.1,HAL1M8,L1,chr1,120519468,120548357,120533273,120533468,overlap,0
ENSG00000290999.1,L1MC5a,L1,chr1,120519468,120548357,120536460,120537486,overlap,0
ENSG00000290999.1,L1MC5a,L1,chr1,120519468,120548357,120537737,120537922,overlap,0
ENSG00000290999.1,L1MA9,L1,chr1,120519468,120548357,120539224,120539476,overlap,0
ENSG00000290999.1,L1MC4,L1,chr1,120519468,120548357,120550715,120551070,proximal,2358
ENSG00000290999.1,L1ME4a,L1,chr1,120519468,120548357,120561550,120561701,proximal,13193
ENSG00000290999.1,L1ME1,L1,chr1,120519468,120548357,120561754,120561961,proximal,13397
ENSG00000290999.1,L1ME1,L1,chr1,120519468,120548357,120562003,120562246,proximal,13646
ENSG00000290999.1,L1PREC2,L1,chr1,120519468,120548357,120574870,120575401,proximal,26513
ENSG00000290999.1,L1P4,L1,chr1,120519468,120548357,120579261,120580462,proximal,30904
ENSG00000290999.1,L1P4,L1,chr1,120519468,120548357,120580759,120580816,proximal,32402
ENSG00000290999.1,L1ME3G,L1,chr1,120519468,120548357,120581043,120581116,proximal,32686
ENSG00000290999.1,L1MC5a,L1,chr1,120519468,120548357,120588182,120588453,proximal,39825
ENSG00000290999.1,L1MC1,L1,chr1,120519468,120548357,120592606,120592727,proximal,44249
ENSG00000290999.1,L1ME1,L1,chr1,120519468,120548357,120597399,120597913,proximal,49042
ENSG00000260398.1,L1ME4c,L1,chr8,78605952,78609705,78564542,78564894,proximal,41058
ENSG00000260398.1,L1MC3,L1,chr8,78605952,78609705,78567071,78568312,proximal,37640
ENSG00000260398.1,L1MDa,L1,chr8,78605952,78609705,78568459,78568819,proximal,37133
ENSG00000260398.1,L1MDa,L1,chr8,78605952,78609705,78569360,78570436,proximal,35516
ENSG00000260398.1,L1MA6,L1,chr8,78605952,78609705,78574128,78574341,proximal,31611
ENSG00000260398.1,L1ME3F,L1,chr8,78605952,78609705,78575111,78575265,proximal,30687
ENSG00000260398.1,L1ME3F,L1,chr8,78605952,78609705,78575338,78575823,proximal,30129
ENSG00000260398.1,L1ME3F,L1,chr8,78605952,78609705,78576202,78576345,proximal,29607
ENSG00000260398.1,L1PREC2,L1,chr8,78605952,78609705,78576764,78577109,proximal,28843
ENSG00000260398.1,L1PA5,L1,chr8,78605952,78609705,78577109,78577253,proximal,28699
ENSG00000260398.1,L1PREC2,L1,chr8,78605952,78609705,78577255,78577508,proximal,28444
ENSG00000260398.1,L1MC4,L1,chr8,78605952,78609705,78580723,78581348,proximal,24604
ENSG00000260398.1,L1MC4,L1,chr8,78605952,78609705,78581360,78581953,proximal,23999
ENSG00000260398.1,L1PA6,L1,chr8,78605952,78609705,78595448,78596225,proximal,9727
ENSG00000260398.1,L1PA6,L1,chr8,78605952,78609705,78596530,78597289,proximal,8663
ENSG00000260398.1,L1PA15,L1,chr8,78605952,78609705,78597870,78598032,proximal,7920
ENSG00000260398.1,L1ME3A,L1,chr8,78605952,78609705,78611774,78611941,proximal,2069
ENSG00000260398.1,L1MC5,L1,chr8,78605952,78609705,78616663,78617049,proximal,6958
ENSG00000260398.1,L1MC3,L1,chr8,78605952,78609705,78617140,78617279,proximal,7435
ENSG00000260398.1,L1MC3,L1,chr8,78605952,78609705,78617599,78618643,proximal,7894
ENSG00000260398.1,L1MC3,L1,chr8,78605952,78609705,78619298,78619747,proximal,9593
ENSG00000260398.1,L1MC3,L1,chr8,78605952,78609705,78619798,78620588,proximal,10093
ENSG00000260398.1,L1MC3,L1,chr8,78605952,78609705,78620841,78621128,proximal,11136
ENSG00000260398.1,L1MC3,L1,chr8,78605952,78609705,78621124,78622121,proximal,11419
ENSG00000260398.1,L1MC3,L1,chr8,78605952,78609705,78622431,78622578,proximal,12726
ENSG00000260398.1,L1MC5,L1,chr8,78605952,78609705,78622753,78622912,proximal,13048
ENSG00000260398.1,L1MC5,L1,chr8,78605952,78609705,78623090,78623164,proximal,13385
ENSG00000260398.1,L1MC5,L1,chr8,78605952,78609705,78623242,78623620,proximal,13537
ENSG00000260398.1,L1MC5,L1,chr8,78605952,78609705,78623949,78624094,proximal,14244
ENSG00000260398.1,L1MC5,L1,chr8,78605952,78609705,78624266,78624985,proximal,14561
ENSG00000260398.1,L1MC,L1,chr8,78605952,78609705,78625142,78625593,proximal,15437
ENSG00000260398.1,L1MA4,L1,chr8,78605952,78609705,78625623,78626665,proximal,15918
ENSG00000260398.1,L1MA4,L1,chr8,78605952,78609705,78626664,78627460,proximal,16959
ENSG00000260398.1,L1P1,L1,chr8,78605952,78609705,78627469,78627570,proximal,17764
ENSG00000260398.1,L1MC3,L1,chr8,78605952,78609705,78636447,78637035,proximal,26742
ENSG00000260398.1,L1ME1,L1,chr8,78605952,78609705,78639725,78640495,proximal,30020
ENSG00000260398.1,L1ME1,L1,chr8,78605952,78609705,78640489,78641196,proximal,30784
ENSG00000260398.1,L1ME1,L1,chr8,78605952,78609705,78641495,78641785,proximal,31790
ENSG00000260398.1,L1MA8,L1,chr8,78605952,78609705,78642119,78642896,proximal,32414
ENSG00000260398.1,L1P3,L1,chr8,78605952,78609705,78643598,78644000,proximal,33893
ENSG00000260398.1,L1PA12,L1,chr8,78605952,78609705,78650477,78651164,proximal,40772
ENSG00000228763.1,L1MC5,L1,chr2,108676795,108678601,108630436,108630541,proximal,46254
ENSG00000228763.1,L1MA5,L1,chr2,108676795,108678601,108640650,108641145,proximal,35650
ENSG00000228763.1,L1PA7,L1,chr2,108676795,108678601,108643201,108646694,proximal,30101
ENSG00000228763.1,L1PA7,L1,chr2,108676795,108678601,108647020,108649977,proximal,26818
ENSG00000228763.1,L1MD2,L1,chr2,108676795,108678601,108652145,108652748,proximal,24047
ENSG00000228763.1,L1MA6,L1,chr2,108676795,108678601,108668063,108668763,proximal,8032
ENSG00000228763.1,L1MC5a,L1,chr2,108676795,108678601,108673119,108673387,proximal,3408
ENSG00000228763.1,L1MC5a,L1,chr2,108676795,108678601,108673688,108673825,proximal,2970
ENSG00000228763.1,L1MC4,L1,chr2,108676795,108678601,108676817,108677752,overlap,0
ENSG00000228763.1,L1M4a2,L1,chr2,108676795,108678601,108688293,108688427,proximal,9692
ENSG00000228763.1,L1M4a2,L1,chr2,108676795,108678601,108688730,108689449,proximal,10129
ENSG00000228763.1,L1MD2,L1,chr2,108676795,108678601,108689456,108690338,proximal,10855
ENSG00000228763.1,L1MB7,L1,chr2,108676795,108678601,108690342,108690688,proximal,11741
ENSG00000228763.1,L1MB7,L1,chr2,108676795,108678601,108690890,108690997,proximal,12289
ENSG00000228763.1,L1MB7,L1,chr2,108676795,108678601,108691169,108691628,proximal,12568
ENSG00000228763.1,L1MB7,L1,chr2,108676795,108678601,108691948,108692063,proximal,13347
ENSG00000228763.1,L1MB7,L1,chr2,108676795,108678601,108692362,108692413,proximal,13761
ENSG00000228763.1,L1MB2,L1,chr2,108676795,108678601,108692432,108692469,proximal,13831
ENSG00000228763.1,L1MB2,L1,chr2,108676795,108678601,108693076,108693151,proximal,14475
ENSG00000228763.1,L1MB2,L1,chr2,108676795,108678601,108693455,108693858,proximal,14854
ENSG00000228763.1,L1MB2,L1,chr2,108676795,108678601,108694169,108694429,proximal,15568
ENSG00000228763.1,L1MB7,L1,chr2,108676795,108678601,108695594,108695721,proximal,16993
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108695697,108695792,proximal,17096
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108696091,108696102,proximal,17490
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108696390,108696500,proximal,17789
ENSG00000228763.1,L1MB7,L1,chr2,108676795,108678601,108696481,108696685,proximal,17880
ENSG00000228763.1,L1MB7,L1,chr2,108676795,108678601,108697012,108697407,proximal,18411
ENSG00000228763.1,L1MEf,L1,chr2,108676795,108678601,108697762,108698089,proximal,19161
ENSG00000228763.1,L1MEf,L1,chr2,108676795,108678601,108698387,108698583,proximal,19786
ENSG00000228763.1,L1MEf,L1,chr2,108676795,108678601,108698875,108698923,proximal,20274
ENSG00000228763.1,L1MEf,L1,chr2,108676795,108678601,108699227,108699508,proximal,20626
ENSG00000228763.1,L1MEf,L1,chr2,108676795,108678601,108699835,108700170,proximal,21234
ENSG00000228763.1,L1MD,L1,chr2,108676795,108678601,108700152,108700275,proximal,21551
ENSG00000228763.1,L1MB4,L1,chr2,108676795,108678601,108700589,108700832,proximal,21988
ENSG00000228763.1,L1MD,L1,chr2,108676795,108678601,108700832,108700903,proximal,22231
ENSG00000228763.1,L1MD,L1,chr2,108676795,108678601,108701200,108701385,proximal,22599
ENSG00000228763.1,L1MD,L1,chr2,108676795,108678601,108701601,108702300,proximal,23000
ENSG00000228763.1,L1MD,L1,chr2,108676795,108678601,108702583,108702895,proximal,23982
ENSG00000228763.1,L1ME1,L1,chr2,108676795,108678601,108703251,108703681,proximal,24650
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108704492,108705180,proximal,25891
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108705487,108706846,proximal,26886
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108707158,108707708,proximal,28557
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108708013,108708625,proximal,29412
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108708919,108709777,proximal,30318
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108709837,108710091,proximal,31236
ENSG00000228763.1,L1M1,L1,chr2,108676795,108678601,108710291,108711640,proximal,31690
ENSG00000228763.1,L1MA9,L1,chr2,108676795,108678601,108715620,108715694,proximal,37019
ENSG00000228763.1,HAL1,L1,chr2,108676795,108678601,108723639,108723892,proximal,45038
ENSG00000228763.1,HAL1,L1,chr2,108676795,108678601,108723920,108724154,proximal,45319
ENSG00000228763.1,HAL1,L1,chr2,108676795,108678601,108724392,108724565,proximal,45791
ENSG00000228763.1,HAL1,L1,chr2,108676795,108678601,108724566,108724749,proximal,45965
ENSG00000228763.1,L1M3,L1,chr2,108676795,108678601,108725889,108726023,proximal,47288
ENSG00000278464.2,L1MC,L1,chr18,34892013,34903504,34850687,34850777,proximal,41236
ENSG00000278464.2,L1MC4,L1,chr18,34892013,34903504,34861050,34861183,proximal,30830
ENSG00000278464.2,L1ME3G,L1,chr18,34892013,34903504,34876083,34876292,proximal,15721
ENSG00000278464.2,L1ME4b,L1,chr18,34892013,34903504,34876411,34876668,proximal,15345
ENSG00000278464.2,L1ME4a,L1,chr18,34892013,34903504,34878292,34878426,proximal,13587
ENSG00000278464.2,L1MA10,L1,chr18,34892013,34903504,34891963,34892158,overlap,0
ENSG00000278464.2,L1M4c,L1,chr18,34892013,34903504,34893127,34893593,overlap,0
ENSG00000278464.2,L1P1,L1,chr18,34892013,34903504,34894248,34894460,overlap,0
ENSG00000278464.2,L1PA3,L1,chr18,34892013,34903504,34894774,34900928,overlap,0
ENSG00000278464.2,L1ME4a,L1,chr18,34892013,34903504,34901577,34901646,overlap,0
ENSG00000278464.2,L1MB8,L1,chr18,34892013,34903504,34901686,34901965,overlap,0
ENSG00000278464.2,L1MB8,L1,chr18,34892013,34903504,34902260,34902611,overlap,0
ENSG00000278464.2,HAL1,L1,chr18,34892013,34903504,34902789,34903514,overlap,0
ENSG00000278464.2,HAL1,L1,chr18,34892013,34903504,34903769,34903828,proximal,265
ENSG00000278464.2,HAL1,L1,chr18,34892013,34903504,34904191,34904500,proximal,687
ENSG00000278464.2,L1ME4a,L1,chr18,34892013,34903504,34904555,34904702,proximal,1051
ENSG00000278464.2,L1PA12,L1,chr18,34892013,34903504,34916390,34917079,proximal,12886
ENSG00000278464.2,L1M4b,L1,chr18,34892013,34903504,34922892,34923843,proximal,19388
ENSG00000278464.2,L1M4b,L1,chr18,34892013,34903504,34923937,34924323,proximal,20433
ENSG00000278464.2,L1M4b,L1,chr18,34892013,34903504,34924721,34924932,proximal,21217
ENSG00000278464.2,L1MC4a,L1,chr18,34892013,34903504,34924982,34925793,proximal,21478
ENSG00000278464.2,L1MC4a,L1,chr18,34892013,34903504,34926103,34926131,proximal,22599
ENSG00000278464.2,L1MC4a,L1,chr18,34892013,34903504,34926423,34927832,proximal,22919
ENSG00000278464.2,L1MC4,L1,chr18,34892013,34903504,34927989,34928112,proximal,24485
ENSG00000278464.2,L1MA9,L1,chr18,34892013,34903504,34930541,34931063,proximal,27037
ENSG00000278464.2,L1ME1,L1,chr18,34892013,34903504,34939399,34940406,proximal,35895
ENSG00000278464.2,L1ME1,L1,chr18,34892013,34903504,34940676,34941794,proximal,37172
ENSG00000278464.2,L1PA6,L1,chr18,34892013,34903504,34941852,34941909,proximal,38348
ENSG00000278464.2,L1ME3Cz,L1,chr18,34892013,34903504,34944502,34944607,proximal,40998
ENSG00000278464.2,L1ME4a,L1,chr18,34892013,34903504,34944811,34944871,proximal,41307
ENSG00000278464.2,L1ME3G,L1,chr18,34892013,34903504,34945266,34945808,proximal,41762
ENSG00000270659.2,L1ME4a,L1,chr2,213151972,213153661,213108766,213109117,proximal,42855
ENSG00000270659.2,L1ME4b,L1,chr2,213151972,213153661,213110213,213111018,proximal,40954
ENSG00000270659.2,L1MC,L1,chr2,213151972,213153661,213111031,213111239,proximal,40733
ENSG00000270659.2,L1MD,L1,chr2,213151972,213153661,213111447,213111904,proximal,40068
